job_id,company,country,region,publication_date,accessed_date,status,position,level,employer_type,required_skills,preferred_skills,education,experience,stack,responsibilities,python,functions_classes,decorators,typing,testing,numpy,pandas,eda,visualization,sql,window_functions,probability,statistics,ab_testing,linear_algebra,classical_ml,metrics,validation,leakage,feature_engineering,ranking,recommendation,nlp,cv,deep_learning,pytorch,git,linux,docker,api,fastapi,deployment,monitoring,mlflow,cloud,english,algorithms,commercial_experience,portfolio,source_url,evidence_grade,notes
RUEU010,Amazon,Luxembourg,Luxembourg / EMEA matching,not stated,2026-07-20,live,2026 Applied Scientist Intern,intern / MSc or PhD,big tech / research,"Programming in Java/C++/Python; enrolled in MSc or PhD in CS, ML, engineering, OR, statistics or related field",Top-tier publications; experiment design and statistical analysis; algorithm implementation; ML/data-mining/statistical algorithms,Current Master's or PhD student,Research experience/publications preferred,Python/Java/C++; ML; data mining; statistics; NLP; CV; deep learning,Design end-to-end systems; create algorithms/models; write papers/roadmaps; develop and deploy production solutions,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,yes,unknown,unknown,https://www.amazon.jobs/en/jobs/3128215/2026-applied-scientist-intern-amazon-university-talent-acquisition,A,Official Amazon page showed Apply now and rolling review; 3–6 month starts through the year; posting date absent. Original status: live.
RUEU011,Amazon Robotics,Germany,Berlin,not stated,2026-07-20,live,Software Development Engineer Intern — Machine Learning,intern / BSc+,big tech / robotics,Enrolled BSc+ in CS/CE/DS/IS or STEM; graduation Oct 2026–Sep 2029; AI/neural-network/TensorFlow/PyTorch experience; data structures or algorithms or OOP,Technical internship/project; cloud/AWS; SQL/NoSQL; open source; version control; debugging; SDLC,Current Bachelor's degree or above,Project or prior internship preferred,PyTorch/TensorFlow; AWS; SQL/NoSQL; cloud-native microservices; CI/CD; monitoring,Build scalable services; own code lifecycle through deployment/operations; simplify ML training infrastructure; extend training monitoring; develop robot perception models,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,yes,yes,unknown,unknown,yes,unknown,yes,yes,unknown,yes,unknown,yes,unknown,yes,https://amazon.jobs/en/jobs/10401402/software-dev-engineer-intern-machine-learning-amazon-robotics,A,Official Amazon page showed Apply now on access; publication date absent. Original status: live.
RUEU012,European Space Agency,Germany,Porz-Wahn,2026-07-01,2026-07-20,live,"Intern — Software & AI Team, XR-Lab",intern / university,intergovernmental research lab,"Current university student, preferably Master's; Unreal/Unity; intermediate C++ and/or Python; XR/ML interest; version control","Computer vision, Bayesian theory or signal processing; prototyping, experimentation or technical evaluation",Enrolled university student for whole internship,Proven engine-development background; no commercial tenure stated,Python/C++; Unreal/Unity; Git/version control; computer vision; sensor/data pipelines,Prototype and evaluate XR+ML software for ISS Meta Quest applications; implement data/CV functions; test and validate in safety-relevant settings,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,https://jobs.esa.int/job/Porz-Wahn-Intern-in-the-Software-%26-Artificial-Intelligence-Team%2C-XR-Lab/1409877933/,A,Official page gave closing date 2026-07-29 and Apply now; live on snapshot. ESA nationality constraints apply. Original status: live.
RUEU013,European Space Agency,Netherlands,Noordwijk,2026-07-01,2026-07-20,live,Intern — Data Management & AI Readiness,intern / university,intergovernmental research lab,"Current university student, preferably Master's; data-science/data-management/CS background is an asset",Python with pandas/numpy/Jupyter; SQL or similar data tools,Enrolled university student for whole internship,No commercial tenure stated,Python; pandas; NumPy; Jupyter; SQL; metadata; FAIR; clustering/text-search prototypes,Perform EDA and metadata tagging; profile data assets; automate enrichment; assess datasets for AI/ML; prepare mission data for training/analytics,yes,unknown,unknown,unknown,unknown,yes,yes,yes,unknown,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,https://jobs.esa.int/job/Noordwijk-Intern-in-the-Software-%26-Artificial-Intelligence-Team%2C-Future-Initiatives/1409872933/,A,Official page gave closing date 2026-07-29 and Apply now; live on snapshot. ESA nationality constraints apply. Original status: live.
RUEU014,European Space Agency,Netherlands,Noordwijk,2026-06-30,2026-07-20,live,Junior Professional — AI & Data Science,junior / up to 3 years,intergovernmental research lab,"Master's in CS/AI/related; up to three years experience; AI/ML and big-data frameworks; supervised/unsupervised/RL, NLP, LLM, trustworthy AI",Space systems/applications and standards awareness,Master's degree required,Up to 3 years after Master's,AI/ML; data warehouse/lake; NLP/LLM; HPC; trustworthy AI,"Develop, adapt and deploy AI for mission design/on-board insights; validate robustness/explainability/safety; build demonstrations and benchmarks",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,yes,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,https://jobs.esa.int/job/Noordwijk-Junior-Professional-in-AI-and-Data-Science/1409757933/,A,Official page gave closing date 2026-07-28 and Apply now; live on snapshot. Four-year junior programme; nationality constraints apply. Original status: live.
RUEU015,European Space Agency,Netherlands / France,Noordwijk / Paris,2026-06-30,2026-07-20,live,Junior Professional — Business Process Automation & Optimisation,junior / up to 3 years,intergovernmental research lab,Master's in engineering/data science/CS/business analytics; AI/ML and automation; data visualisation; SQL/Python/DAX/VBA or similar,"Finance, controlling, procurement, industrial policy or digital transformation",Master's degree required,Up to 3 years,Python; SQL; Power BI; Excel; DAX/VBA; GenAI/agents; workflow automation,Analyse structured/unstructured data; prototype/test AI solutions; validate data accuracy; automate reports and workflows; support predictive analytics,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,https://jobs.esa.int/job/Noordwijk-Junior-Professional-in-Business-Process-Automation-and-Optimisation/1409911733/,A,Official page gave closing date 2026-07-28 and Apply now; live on snapshot. Nationality constraints apply. Original status: live.
RUEU016,Google DeepMind,United Kingdom / France / Switzerland,London / Paris / Zurich matching,not stated,2026-07-20,live,Student Researcher Program 2025–2026,"intern / BS, MSc or PhD",big tech AI research lab,"Enrolled in Bachelor's, Master's or PhD programme; location-specific requirements handled by matched Google role",not stated on programme page,"Current Bachelor's, Master's or PhD student",not stated,"Role-dependent; research, science and engineering teams",12–24 week paid in-person research placement; collaborate on frontier AI and social-good applications,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://deepmind.google/student-researcher-program/,B,"Official programme page showed Apply now for the 2025–2026 cycle. It is a pooled programme rather than one fixed vacancy, so no stack was inferred. Original status: live. Analytical record_type: pooled_program; exclude from vacancy-level live denominator; eligibility is current BS/MS/PhD enrollment and matching is location-specific."
RUEU017,Mistral AI,France / United Kingdom,Paris / London,not stated,2026-07-20,live,Applied Scientist / Research Engineer Intern,intern / MSc or PhD preferred,AI startup / lab,"Fluent English; expert PyTorch or JAX; high-performance Python; track record in personal, professional or academic projects",MSc/PhD; 3–6 months; agents/multimodality/robotics/diffusion/time series; large codebase; publications; typing/tests/CI,MSc or PhD in relevant field preferred,Project/research track record required; commercial tenure not mandatory,Python; PyTorch/JAX; GPU clusters; RAG/agents; multimodal models; CI,Pre/post-train and deploy SOTA text/image/speech models; curate data; evaluate models; build training/deployment tools; manage client research,yes,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,yes,yes,yes,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,yes,unknown,unknown,yes,https://jobs.lever.co/mistral/426ef8c0-eb26-4004-a690-f33c62b445a7,A,Official Mistral Lever page showed active apply action; publication date absent. Original status: live.
RUEU018,Crossing Minds,France,Paris,not stated,2026-07-20,live,Applied Machine Learning Engineer Intern,intern,AI startup,"Python, NumPy, pandas; data exploration/visualisation/features/model tuning; ML optimisation; feature engineering",Recommenders via internship/course/personal project; Git/design patterns/large codebases; professional MLE or customer-facing experience,not stated,Entry-level; recommender project/course accepted; professional MLE optional,Python; NumPy; pandas; Git; recommender systems; embeddings,Explore datasets; train/tune models; deliver recommendations; improve the recommendation platform,yes,unknown,unknown,unknown,unknown,yes,yes,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,yes,https://jobs.lever.co/crossing-minds/0161efe4-4564-4a17-aa98-f1de6d561ec5,A,Official company Lever page showed active apply action; company-wide language explicitly English; publication date absent. Original status: live.
RUEU019,RIVR,Switzerland,Zurich,not stated,2026-07-20,live,Reinforcement Learning Intern,intern / BSc+,robotics startup / lab,BSc in robotics/engineering/CS or equivalent; RL coursework/projects; Python; PyTorch/JAX/TensorFlow; analytical skills,Implemented RL algorithms; IsaacSim familiarity,At least Bachelor's degree,Coursework or projects required; no commercial tenure stated,Python; PyTorch/JAX/TensorFlow; IsaacSim; robotics hardware,"Develop, debug and test RL algorithms; extend simulation/hardware evaluation stack; integrate software with robots",yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,https://jobs.lever.co/rivr/5798a1e4-a941-41a4-b332-fcb201027620,A,"Official company Lever page showed active apply action. Schengen-citizen restriction applies, with stated ETHZ/EPFL exception. Original status: live."
RUEU020,Revel Robotics,Czech Republic,Prague / Hradec Kralove,not stated,2026-07-20,live,Machine Learning Intern,intern,robotics startup / lab,Python and some ML; reliability and rapid learning,PyTorch; robotics,not stated,not stated,Python; PyTorch; robotics data/training stack,Build datasets; run experiments; develop tooling and evaluation for humanoid-robot training,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://jobs.ashbyhq.com/revelrobotics/9435e152-513a-4dc8-8ba0-bdc73cb9c8c7,B,Official company Ashby page exposed an active application in indexed content but required JavaScript in direct text fetch; publication date absent. Original status: live.
US001,Amazon,United States,Seattle WA; Corvallis OR; multiple US science hubs,2026-04-13,2026-07-20,live,2026 Fall Research Science Internship,PhD intern,big tech / cloud,"Enrolled in PhD in CS, ML, engineering or related field; relocate; full-time availability",Statistical-analysis or visualization tools; prior academic/lab/intern research; ML or advanced computational methods,PhD in progress,Prior research preferred; not mandatory in basic qualifications,Computational tools; statistical-analysis software; data-visualization tools,Collect and analyze data; develop and test hypotheses; document findings; run simulations; collaborate and present progress,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,https://www.amazon.jobs/en/jobs/10398392/2026-fall-research-science-internship-united-states-phd-student-science-recruiting,A,"Primary Amazon posting shows Apply now; Amazon Science index confirms posted date and current listing. No named language in the explicit qualifications, so Python remains unknown. Original status: live."
US002,Amazon,United States,Boston MA; North Reading MA; Westboro MA; Pasadena CA; Sunnyvale CA; Bellevue WA; Seattle WA,2025-10-08,2026-07-20,live,Robotics Applied Scientist II Intern / Co-op 2026,PhD intern,big tech / robotics,"PhD in quantitative field; one year relevant academic or industry research; Java, C++, Python or related; full-time on-site",Top-tier publication; prototype development; algorithm development; complexity analysis; cross-functional collaboration,PhD in progress,At least 1 year relevant academic research or industry experience,Python or Java or C++; robotics simulation and research tooling not otherwise fixed,"Research robotics and ML; develop algorithms and prototypes; work across manipulation, perception, planning and controls",yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,https://amazon.jobs/en/jobs/3104589/robotics-applied-scientist-ii-intern-co-op-2026-robotics-manipulation-perception-motion-planning-autonomous-mobile-robots-computer-vision-machine-learning-controls-and-more,A,"Primary posting remains open and Amazon Science records the posting date. The experience requirement explicitly accepts academic research, so commercial experience is not strictly required despite the yes flag recording its explicit mention as an alternative. Original status: live."
US003,Amazon,Canada,Vancouver BC,2026-04-13,2026-07-20,live,Fall 2026 Applied Science Internship - Canada,PhD intern,big tech / cloud,PhD student; full-time 40 hours; on-site at assigned team; programming or scripting language like Python or Java or C or C++,not stated on captured primary excerpt,PhD in progress,not stated,Large-scale datasets; end-to-end science systems,Experiment and invent ML systems; own end-to-end design; create roadmaps; develop and deploy production-level solutions,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://amazon.jobs/en/jobs/10394248/fall-2026-applied-science-internship-canada-phd-student-science-recruiting,A,Primary Amazon job has Apply now; basic qualifications explicitly name a programming or scripting language such as Python or Java or C or C++. Named domains are explicit; unnamed tools stay unknown. Original status: live.
US004,Amazon,United States,Seattle WA; multiple US science hubs,2026-04-13,2026-07-20,live,2026 Fall Applied Science Internship - Recommender Systems / Information Retrieval,PhD intern,big tech / marketplace,PhD-student science profile and full-time internship constraints; exact tool requirements not stated in captured primary index,not stated,PhD in progress,not stated,Recommender systems; information retrieval; deep learning; NLP; large-scale distributed systems,"Research and develop recommendation, retrieval and ranking approaches for personalized experiences",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,yes,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://amazon.jobs/en/jobs/10391774/2026-fall-applied-science-internship-recommender-systems-information-retrieval-machine-learning-united-states-phd-student-science-recruiting,A,Current primary Amazon Science index lists job 10391774. Tool flags not shown in the primary excerpt are deliberately unknown. Original status: live.
US005,Apple,United States,Various US locations,2026-05-21,2026-07-20,pipeline,Machine Learning and Artificial Intelligence Undergrad Internships,undergraduate intern expression of interest,big tech / consumer devices,"Pursuing BS or BA in CS, computer engineering, data science, applied mathematics or related; return to school or internship is final graduation requirement",not stated in captured primary excerpt,Bachelor degree in progress,not stated,No fixed stack stated,Explore and apply ML methods; collaborate on a meaningful ML solution; present work to leadership,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://jobs.apple.com/en-us/details/200664780-3810/machine-learning-and-artificial-intelligence-undergrad-internships,A,Apple explicitly says this is not a specific opening and accepts ongoing expressions of interest. Excluded from live-vacancy frequency. Original status: pipeline.
US006,Apple,United States,Various US locations,2026-05-22,2026-07-20,pipeline,Machine Learning and Artificial Intelligence Masters Internships,MS intern expression of interest,big tech / consumer devices,"Pursuing MS in CS, computer engineering, data science, applied mathematics or related; return to school or final graduation requirement","Python or other OO language; TensorFlow, PyTorch, CoreFlow or sklearn; linear algebra, statistics, experimentation and ML algorithms",Master degree in progress,Research or applied prototype experience is role-dependent and preferred,Python; Swift; Objective-C; Java; TensorFlow; PyTorch; CoreFlow; sklearn,Design and implement an ML solution; prototype and evaluate systems; present work; potentially publish,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,https://jobs.apple.com/en-us/details/200664221-3810/machine-learning-and-artificial-intelligence-masters-internships,A,"Apple explicitly labels this an ongoing interest posting, not a specific vacancy. Skills listed here are preferred, not minimum. Original status: pipeline."
US007,Apple,United States,Various US locations,2026-05-22,2026-07-20,pipeline,Machine Learning and Artificial Intelligence PhD Internships,PhD intern expression of interest,big tech / consumer devices,"Pursuing PhD in CS, computer engineering, data science, applied mathematics or related; return to school or final graduation requirement",Python or other OO language; PyTorch or related ML libraries; linear algebra; statistics; research publication or production-prototype experience depending on placement,PhD in progress,Research publication or applied ML prototype experience preferred by placement,Python; Swift; Objective-C; Java; TensorFlow; PyTorch; CoreFlow; sklearn,"Research, prototype and evaluate ML systems; integrate prototypes where applicable; publish and present",yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,yes,unknown,unknown,https://jobs.apple.com/en-us/details/200664223-3810/machine-learning-and-artificial-intelligence-phd-internships,A,"Ongoing pipeline, not a specific job opening; excluded from live counts. Preferred and minimum requirements remain separated. Original status: pipeline."
US008,Microsoft Research,United States,Cambridge MA; New York NY,2026-05-18,2026-07-20,live,Research Intern - Self-Improving AI,research intern,industrial research lab,Background in language modeling and reinforcement learning; detailed minimum degree not exposed in captured primary page,not stated,not stated,not stated,Language models; reinforcement learning,Research self-improving AI systems with Microsoft Research ML/AI group,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://apply.careers.microsoft.com/careers/job/1970393556867858,A,Microsoft Research index gives the date and US locations; the application system marks externally posted positions as Open. Unseen requirements remain unknown. Original status: live.
US009,Microsoft Research,United States,Redmond WA; New York NY; New England,not stated,2026-07-20,archived,"Undergraduate Research Internship - Computing, Summer 2026",advanced undergraduate intern,industrial research lab,Rising junior or senior in computing-related bachelor program; two years programming; calculus plus probability/statistics and/or ML or social-science methodology,not stated,Bachelor degree in progress,At least 2 years programming,"Programming language not fixed; research, RSDE and program-management tracks",Complete mentored research project; collaborate; present findings; potentially publish or transfer work to product team,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://www.microsoft.com/en-us/research/academic-program/undergraduate-research-internship-computing/,A,Primary page explicitly says Summer 2026 applications are closed. Kept as archived benchmark and excluded from live frequency. Original status: archived.
US010,Google,United States,Mountain View CA; Ann Arbor MI; and 18 other US locations,not stated,2026-07-20,archived,"Student Researcher, BS/MS, Winter/Summer 2026",BS/MS student researcher,big tech / research,Current BS or MS in listed quantitative/technical field; experience in one listed CS area; located in US for engagement,"Return to degree; US degree program; prior research; publications; Python, Java, JavaScript or C/C++",Bachelor or Master degree in progress,"Research experience preferred, not required",Python; Java; JavaScript; C/C++ are preferred examples,Participate in exploratory research solving real-world large-scale problems,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,https://www.google.com/about/careers/applications/jobs/results/140245524367188678-student-researcher-bsms-wintersummer-2026,A,"Primary deadline was 2026-07-17; accessed three days later, so archived despite an Apply control still appearing in cached rendering. Original status: archived."
US011,Google,Canada,Waterloo ON; Montreal QC; Toronto ON,not stated,2026-07-20,archived,"Student Researcher, PhD, Winter/Summer 2026",PhD student researcher,big tech / research,Current PhD in listed technical/quantitative field; experience in one CS area; located in Canada for engagement,"Return to degree; Canadian degree program; prior research; publications; Python, Java, JavaScript or C/C++",PhD in progress,"Research experience preferred, not required",Python; Java; JavaScript; C/C++ are preferred examples,Participate in exploratory research on real-world large-scale problems across Google research teams,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,https://www.google.com/about/careers/applications/jobs/results/97480706799608518-student-researcher-phd-wintersummer-2026,A,"Posting explicitly calls itself a future vacancy, but its application window ended 2026-07-17. Classified archived, not live. Original status: archived."
US012,Cohere,United States | Canada,Remote; Toronto; Montreal; San Francisco; New York,not stated,2026-07-20,live,"Machine Learning Intern / Co-op, Fall 2026",post-secondary intern,AI startup / foundation models,Currently enrolled post-secondary student; full-time 3-6 month work term; Python and related ML frameworks; distributed training familiarity; transformers; applied NLP interest,CUDA kernels; TPU training; top-tier publications,Post-secondary program in progress,Large-scale distributed training experience requested; publications bonus,Python; TensorFlow; TF-Serving; JAX; XLA/MLIR; CUDA; TPU,Design and train models; improve safe and fast serving; train at scale; explore continual and active learning; work with product teams,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://jobs.ashbyhq.com/cohere/36d1f52f-8270-4652-adf5-5303a0ff341b,A,Original employer-controlled ATS page exposes Apply for this Job and Fall 2026. Bonus qualifications are not counted as mandatory. Original status: live.
US013,Faire,United States,San Francisco CA,not stated,2026-07-20,live,Data Science Intern,MS/PhD intern or recent graduate,marketplace startup / scale-up,"MS/PhD student or recent graduate in quantitative field; real datasets; Python, sklearn, NumPy, pandas, SQL; ML and statistical methods; end-to-end project or paper record","Team-specific GenAI/search, recommendation, growth modeling, Redshift or Mode experience",Master or PhD current/recent,End-to-end DS projects or research papers required as evidence,Python; sklearn; NumPy; pandas; SQL; optional Redshift and Mode,"Define and execute ML algorithms; A/B test; solve search, personalization and marketplace problems; communicate results",yes,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,https://job-boards.greenhouse.io/faire/jobs/8376377002,A,Primary posting says it is an existing vacancy and application form is available. Team-specific items remain preferences rather than universal requirements. Original status: live.
US014,Toyota Research Institute,United States,Los Altos CA,not stated,2026-07-20,live,"Human Interactive Driving Intern - World Models, Fall 2026",PhD research intern,industrial research lab / automotive,"Current PhD; strong ML including deep learning, generative models, RL or probabilistic modeling; relevant world-model/perception/simulation experience; publications; Python and PyTorch","AWS S3, EC2, SageMaker; open-source driving datasets",PhD in progress,Relevant research and top-tier publications required,Python; PyTorch; AWS S3; EC2; SageMaker; driving datasets and simulation,Research world models and autonomous driving; train and evaluate systems; prototype in simulation/hardware; publish,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,yes,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,yes,https://jobs.lever.co/tri/63d61db3-ac43-4c0d-8b9b-5006e3b92149,A,Primary Lever posting has active apply action and labels Fall 2026. Portfolio flag records explicit request for open-source or technical-project links. Original status: live.
US015,Vector Institute,Canada,Toronto ON,not stated,2026-07-20,archived,"Applied AI Internship, Fall 2026",student / early-career applied AI intern,nonprofit AI research institute,Studying in STEM or adjacent eligible discipline; cohort-specific eligibility applies,not stated,Post-secondary STEM or adjacent discipline,not stated,ML implementation; AI program development; health AI depending on placement,Gain hands-on applied AI experience on industry-relevant projects during a 16-32 week term,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://vectorinstitute.ai/programs/internships/applied-ai-internships/,A,"Primary page explicitly says Fall 2026 applications are now open and gives the term calendar. It mentions portfolio preparation, but does not state a fixed programming stack. Original status: live. Critical status recheck 2026-07-20: official Vector page says applications closed. Analytical record_type: broad_program."
US016,Tenstorrent,United States,Santa Clara CA,not stated,2026-07-20,live,Machine Learning Applications & Benchmarking Intern,intern,AI hardware startup,CS/ML-related background; Python; PyTorch or TensorFlow; clean reproducible code; performance debugging,not separately stated,"CS, ML or related background; exact degree level not stated",not stated,Python; PyTorch; TensorFlow; Tenstorrent AI hardware,Benchmark models; analyze and optimize performance; build demos; contribute to testing and release validation,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://job-boards.greenhouse.io/tenstorrentuniversity/jobs/4532863007,A,"Primary Greenhouse page has an active application. Testing is explicit software/release validation, not inferred from generic experimentation. Original status: live."
